Company Name,Ticker,Market Cap (mil),Month of Fiscal Yr End,Sector,Industry,Exchange,Last Close,Last Yr`s EPS (F0) Before NRI,Last Reported Fiscal Yr  (yyyymm),F1 Consensus Est.,F2 Consensus Est.
"Brookfield Renewable","BEPC","5049.72","12","Oils-Energy","Alternative Energy - Other","NYSE","28.11","-.32","202312","-1.02","-1.42"
"Berry Global Group","BERY","7389.41","9","Industrial Products","Containers - Paper and Packaging","NYSE","64.48","7.42","202309","7.56","8.21"
"Brown Forman","BF.A","21203.53","4","Consumer Staples","Beverages - Alcohol","NYSE","44.86","2.14","202404","",""
"BrownForman","BF.B","21047.55","4","Consumer Staples","Beverages - Alcohol","NYSE","44.53","2.14","202404","1.84","1.95"
"Bright Horizons Family Solutions","BFAM","7757.47","12","Consumer Discretionary","Schools","NYSE","133.65","2.84","202312","3.37","4.32"
"BUNGE GLOBAL SA","BG","13482.39","12","Basic Materials","Agriculture - Products","NYSE","95.18","13.66","202312","9.3","9.32"
"BGC Group, Inc.","BGC","4544.88","12","Finance","Financial - Investment Bank","NSDQ","9.34",".82","202312",".92",".99"
"BeiGene","BGNE","18842.77","12","Medical","Medical - Biomedical and Genetics","NSDQ","194.21","-8.45","202312","-4.95",".19"
"BOC Hong Kong","BHKLY","31554.46","12","Finance","Banks - Foreign","OTC","59.69","6.54","202312","9.09","9.06"
"BHP Group Limited","BHP","135865.31","6","Basic Materials","Mining - Miscellaneous","NYSE","53.64","5.11","202406","5.25","5.29"
"Biohaven Ltd.","BHVN","3876.23","12","Medical","Medical - Biomedical and Genetics","NYSE","41","-5.73","202312","-9.04","-6.82"
"Baidu","BIDU","30850.09","12","Computer and Technology","Internet - Services","NSDQ","87.98","11.39","202312","11.18","12.43"
"Biogen","BIIB","29932.01","12","Medical","Medical - Biomedical and Genetics","NSDQ","205.49","14.72","202312","15.85","17.07"
"Bilibili","BILI","5777.18","12","Computer and Technology","Internet - Services","NSDQ","13.95","-1.17","202312","-.07",".61"
"BILL Holdings, Inc.","BILL","5363.12","6","Computer and Technology","Internet - Software","NYSE","50.53","1.65","202406","2.22","2.49"
"BioRad Laboratories","BIO","8882.1","12","Medical","Medical - Products","NYSE","318.69","11.78","202312","10.35","11.51"
"BioRad Laboratories","BIO.B","9107.57","12","Medical","Medical - Biomedical and Genetics","NYSE","326.78","11.78","202312","",""
"Brookfield Infrastructure Partners","BIP","14686.31","12","Finance","REIT and Equity Trust - Other","NYSE","31.66","2.95","202312","3.15","3.4"
"Brookfield Infrastructure","BIPC","5148.14","12","Utilities","Utility - Gas Distribution","NYSE","39","","202312","",""
"Birkenstock Holding PLC","BIRK","11570.28","9","Consumer Discretionary","Shoes and Retail Apparel ","NYSE","61.6",".45","202309","1.38","1.85"
"BJ's Wholesale Club","BJ","11478.01","1","Consumer Discretionary","Consumer Services - Miscellaneous","NYSE","86.49","3.96","202401","3.95","4.34"
"The Bank of New York Mellon","BK","48218.14","12","Finance","Banks - Major Regional","NYSE","65.34","5.05","202312","5.62","6.25"
"The Bank of East Asia","BKEAY","3208.55","12","Finance","Banks - Foreign","OTC","1.219",".17","202312",".22",".26"
"Berkeley Group","BKGFY","7256.92","4","Finance","Real Estate - Development","OTC","13.73",".93","202404",".9",".8"
"Black Hills","BKH","4010.54","12","Utilities","Utility - Electric Power","NYSE","57.5","3.91","202312","3.92","4.15"
"Bank Hapoalim","BKHYY","12627.72","12","Finance","Banks - Foreign","OTC","47.2","7.47","202312","6.72","6.72"
"Booking Holdings","BKNG","124124.05","12","Retail-Wholesale","Internet - Commerce","NSDQ","3702.5","152.22","202312","177.09","201.88"
"Baker Hughes","BKR","33985.02","12","Oils-Energy","Oil and Gas - Field Services","NSDQ","34.21","1.6","202312","2.23","2.67"
"BlackLine","BL","3207.61","12","Computer and Technology","Internet - Software","NSDQ","51.59","1.96","202312","2.12","2.16"
"Bausch + Lomb","BLCO","5664.11","12","Medical","Medical Services","NYSE","16.09",".73","202312",".6",".86"
"TopBuild","BLD","11373.26","12","Construction","Building Products - Miscellaneous","NYSE","377.02","19.73","202312","21.24","22.98"
"Builders FirstSource","BLDR","19115.99","12","Retail-Wholesale","Building Products - Retail","NYSE","164.15","14.59","202312","11.77","12.75"
"BlackRock","BLK","127534.17","12","Finance","Financial - Investment Management","NYSE","860.97","37.77","202312","41.34","45.9"
"Blackbaud","BLKB","3997.94","12","Computer and Technology","Computer - Software","NSDQ","77.44","3.98","202312","4.15","4.61"
"Bellway","BLWYY","3734.82","7","Construction","Building Products - Miscellaneous","OTC","31.39","3.96","202407","2.04","2.76"
"Badger Meter","BMI","5925.58","12","Computer and Technology","Instruments - Control","NYSE","201.47","3.14","202312","4.06","4.6"
"Bank Of Montreal","BMO","63210.97","10","Finance","Banks - Foreign","NYSE","86.66","8.7","202310","7.79","8.68"
"BioMarin Pharmaceutical","BMRN","17818.32","12","Medical","Medical - Biomedical and Genetics","NSDQ","93.84","2.08","202312","3.18","3.95"
"B&M European Value Retail","BMRRY","5698.36","3","Consumer Discretionary","Consumer Products - Discretionary","OTC","22.73","1.85","202403","1.99","2.2"
"Bayerische Motoren Werke AG Sponsored ADR","BMWYY","55191.93","12","Auto-Tires-Trucks","Automotive - Foreign","OTC","30.53","6.37","202312","5.95","5.77"
"Bristol Myers Squibb","BMY","99301.81","12","Medical","Medical - Biomedical and Genetics","NYSE","48.98","7.51","202312",".77","7.1"
"Brookfield Corporation","BN","76771.38","12","Finance","Real Estate - Operations","NYSE","46.69","3.03","202312","3.84","4.29"
"Broadstone Net Lease","BNL","3329.22","12","Finance","REIT and Equity Trust - Residential","NYSE","17.66","1.41","202312","1.42","1.47"
"BNP Paribas","BNPQY","76555.88","12","Finance","Banks - Foreign","OTC","33.85","3.31","202312","4.9","5.33"
"Brookfield Reinsurance Ltd.","BNRE","6806.37","12","Finance","Insurance - Brokerage","NYSE","46.79",".28","202312","",""
"Bank of Nova Scotia","BNS","58773.59","10","Finance","Banks - Foreign","NYSE","47.5","4.85","202310","4.8","5.1"
"Brennt","BNTGY","10273.02","12","Basic Materials","Chemical - Diversified ","OTC","14.23","1.02","202312",".96","1.01"
"BioNTech","BNTX","21049.45","12","Medical","Medical - Biomedical and Genetics","NSDQ","88.53","4.15","202312","-2.93","-2.67"
"BOK Financial","BOKF","6379.44","12","Finance","Banks - Southwest","NSDQ","99.48","8.54","202312","7.78","8.31"
"Boot Barn","BOOT","4168.94","3","Retail-Wholesale","Retail - Apparel and Shoes","NYSE","136.67","4.85","202403","5.28","6.26"
"Box","BOX","4077.97","1","Computer and Technology","Internet - Software","NYSE","28.25","1.46","202401","1.57","1.75"
"BP","BP","92317.34","12","Oils-Energy","Oil and Gas - Integrated - International","NYSE","33.38","4.78","202312","4.16","5.05"
"Blueprint Medicines","BPMC","5903.8","12","Medical","Medical - Biomedical and Genetics","NSDQ","93.2","-8.37","202312","-1.52","-2.02"
"Popular","BPOP","7025.92","12","Finance","Banks - Southeast","NSDQ","97.13","8.17","202312","8.76","10.55"
"Broadridge Financial Solutions","BR","24449.33","6","Business Services","Outsourcing","NYSE","209.49","7.73","202406","8.43","9.35"
"BellRing Brands","BRBR","7136.77","9","Medical","Medical - Products","NYSE","55.22","1.32","202309","1.88","2.06"
"Brady","BRC","3380.6","7","Industrial Products","Security and Safety Services","NYSE","71.2","3.64","202407","4.35",""
"BRF","BRFS","5033.5","12","Consumer Staples","Food - Miscellaneous","NYSE","4.65","-.3","202312",".35",".3"
"Berkshire Hathaway","BRK.A","966034.44","12","Finance","Insurance - Property and Casualty","NYSE","672400","25778.54","202312","",""
"Berkshire Hathaway","BRK.B","966235.25","12","Finance","Insurance - Property and Casualty","NYSE","448.36","17.18","202312","19.6","19.86"
"Bruker","BRKR","9852.75","12","Computer and Technology","Instruments - Scientific","NSDQ","65.08","2.58","202312","2.63","3.12"
"Brown & Brown","BRO","29350.5","12","Finance","Insurance - Brokerage","NYSE","102.89","2.81","202312","3.68","4"
"Dutch Bros","BROS","4742.83","12","Retail-Wholesale","Retail - Restaurants","NYSE","30.76",".3","202312",".38",".47"
"Brother Industries","BRTHY","4792.97","3","Computer and Technology","Electronics - Miscellaneous Products","OTC","37.19","1.71","202403","2.62","2.63"
"Brixmor Property Group","BRX","7898.26","12","Finance","REIT and Equity Trust - Retail","NYSE","26.21","2.04","202312","2.13","2.19"
"Braze","BRZE","4433.98","1","Business Services","Technology Services","NSDQ","43.63","-.25","202401","-.08",".16"
"Banco Santander Chile","BSAC","9780.35","12","Finance","Banks - Foreign","NYSE","20.76","1.27","202312","1.82","2.21"
"Banco  ntander Brasil","BSBR","21215.81","12","Finance","Banks - Foreign","NYSE","5.7",".74","202312",".69",".84"
"Black Stone Minerals","BSM","3304.37","12","Oils-Energy","Energy and Pipeline - Master Limited Partnerships","NYSE","14.66","1.88","202312","1.31","1.45"
"Boston Scientific","BSX","115571.71","12","Medical","Medical - Products","NYSE","78.48","2.05","202312","2.4","2.71"
"Bentley Systems","BSY","14397.33","12","Computer and Technology","Internet - Software","NSDQ","49.54",".91","202312","1.1","1.21"
"Barratt Developments","BTDPY","6904.99","6","Finance","Real Estate - Development","OTC","14.17","1.66","202406",".79","1.08"
"B2Gold Corp","BTG","3712.07","12","Basic Materials","Mining - Gold","AMEX","2.84",".28","202312",".28",".48"
"British American Tobacco","BTI","80270.38","12","Consumer Staples","Tobacco","NYSE","36.14","4.67","202312","4.69","5.01"
"British Land","BTLCY","4824.97","3","Finance","Real Estate - Operations","OTC","5.2",".36","202403",".35",".37"
"Britvic","BTVCY","4068.37","9","Consumer Staples","Beverages - Soft drinks","OTC","32.69","1.49","202309","1.71","1.8"
"AnheuserBusch InBev","BUD","108820.3","12","Consumer Staples","Beverages - Alcohol","NYSE","60.55","3.05","202312","3.37","3.78"
"Burberry Group","BURBY","3288.21","3","Retail-Wholesale","Retail - Apparel and Shoes","OTC","9.17",".93","202403",".3",".63"
"Burlington Stores","BURL","16853.9","1","Retail-Wholesale","Retail - Discount Stores","NYSE","264.06","6.06","202401","7.61","9.3"
"Bureau Veritas Registre International De Classification","BVRDF","13095.98","12","Business Services","Consulting Services","OTC","28.95","1.37","202312","1.41","1.56"
"BorgWarner","BWA","7404.77","12","Auto-Tires-Trucks","Automotive - Original Equipment","NYSE","32.51","3.75","202312","4.09","4.69"
"Baldwin Insurance Group, Inc.","BWIN","4990.43","12","Finance","Insurance - Life Insurance","NSDQ","42.42","1.12","202312","1.54","2.03"
"BWX Technologies","BWXT","9066.84","12","Computer and Technology","Electronics - Miscellaneous Components","NYSE","99.19","3.02","202312","3.2","3.37"
"The Blackstone Group","BX","95755.8","12","Finance","Financial - Miscellaneous Services","NYSE","132.98","3.95","202312","4.57","5.93"
"Brambles","BXBLY","14762.3","6","Industrial Products","Containers - Paper and Packaging","OTC","21.2",".96","202406","1.12","1.17"
"Blackstone Mortgage Trust","BXMT","3086.98","12","Finance","REIT and Equity Trust","NYSE","17.78","3.05","202312","1.95","1.82"
"BXP, Inc.","BXP","11022.38","12","Finance","REIT and Equity Trust - Other","NYSE","70.18","7.28","202312","7.07","7.19"
"Blackstone Secured Lending Fund","BXSL","5988.78","12","Finance","Financial - SBIC & Commercial Industry","NYSE","29.8","3.9","202312","3.56","3.37"
"Boyd Gaming","BYD","5369.03","12","Consumer Discretionary","Gaming","NYSE","58.51","6.31","202312","6.14","6.53"
"Byd Co.","BYDDY","84202.95","12","Auto-Tires-Trucks","Automotive - Foreign","OTC","56.55","2.92","202312","3.35","4.16"
"Boyd Group Services Inc.","BYDGF","3583.97","12","Consumer Staples","Consumer Products - Staples","OTC","166.909","4.18","202312","",""
"Kanzhun","BZ","5303.31","12","Computer and Technology","Internet - Software","NSDQ","13.93",".67","202312",".8","1"
"Bunzl","BZLFY","14108.05","12","Conglomerates","Diversified Operations","OTC","41.703","2.38","202312","2.39","2.51"
"Citigroup","C","116966.92","12","Finance","Banks - Major Regional","NYSE","61.31","6.04","202312","5.82","7.15"
"Carlsberg","CABGY","14949.5","12","Consumer Staples","Beverages - Alcohol","OTC","22.27","1.58","202312","1.58","1.82"
"Credit Acceptance","CACC","5614.62","12","Finance","Financial - Consumer Loans","NSDQ","463.59","21.99","202312","19.76","35.1"
"CACI International","CACI","10402.84","6","Computer and Technology","Computer - Services","NYSE","466.43","21.05","202406","23.05","25.42"
"Cadence Bank","CADE","5554.09","12","Finance","Banks - Southeast","NYSE","30.48","2.2","202312","2.56","2.79"
"CAE","CAE","5665.32","3","Aerospace","Aerospace - Defense Equipment","NYSE","17.77",".64","202403",".86","1.02"
"Conagra Brands","CAG","14740.36","5","Consumer Staples","Food - Miscellaneous","NYSE","30.77","2.67","202405","2.62","2.7"
"Cardinal Health","CAH","26549.88","6","Medical","Medical - Dental Supplies","NYSE","108.88","7.53","202406","7.59","8.34"
"CaixaBank","CAIXY","41864.18","12","Finance","Banks - Foreign","OTC","1.92",".22","202312",".28",".25"
"CalMaine Foods","CALM","3522.95","5","Basic Materials","Agriculture - Products","NSDQ","71.84","5.69","202405","",""
"Camtek","CAMT","4425.47","12","Computer and Technology","Electronics - Measuring Instruments","NSDQ","97.55","1.96","202312","2.71","3.13"
"Avis Budget Group","CAR","3173.39","12","Transportation","Transportation - Services","NSDQ","88.98","42.08","202312","8.8","15.56"
"Carrier Global","CARR","61892.67","12","Computer and Technology","Electronics - Miscellaneous Products","NYSE","68.56","2.73","202312","2.84","3.06"
"Maplebear Inc.","CART","8622.2","12","Business Services","Technology Services","NSDQ","33.06","-12.43","202312","1.14","1.39"
"Casey's General Stores","CASY","13910.12","4","Retail-Wholesale","Retail - Convenience Stores","NSDQ","374.82","13.43","202404","13.97","15.45"
"Caterpillar","CAT","166465.52","12","Industrial Products","Manufacturing - Construction and Mining","NYSE","343.3","21.21","202312","21.87","22.9"
"Cathay General Bancorp","CATY","3034.77","12","Finance","Banks - West","NSDQ","42.05","4.98","202312","4.05","4.13"
"CAVA Group, Inc.","CAVA","11198.71","12","Retail-Wholesale","Retail - Restaurants","NYSE","98.21",".21","202312",".35",".47"
"Chubb Limited","CB","109882.22","12","Finance","Insurance - Property and Casualty","NYSE","272.03","22.54","202312","21.2","23"
"Cboe Global Markets","CBOE","21556.72","12","Finance","Securities and Exchanges","AMEX","206.02","7.8","202312","8.63","9.1"
"CBRE Group","CBRE","34167.11","12","Finance","Real Estate - Operations","NYSE","111.5","3.84","202312","4.75","5.84"
"Commerce Bancshares","CBSH","7925.87","12","Finance","Banks - Midwest","NSDQ","61.48","3.64","202312","3.93","3.88"
"Cabot","CBT","5413.85","9","Basic Materials","Chemical - Diversified ","NYSE","98.75","5.38","202309","7.07","7.82"
"Community Financial System, Inc.","CBU","3069.08","12","Finance","Financial - Miscellaneous Services","NYSE","58.41","3.36","202312","3.34","3.62"
"CBIZ","CBZ","3570","12","Business Services","Consulting Services","NYSE","71.17","2.41","202312","2.64","2.93"
"CCC Intelligent Solutions","CCCS","6682.85","12","Finance","Insurance - Property and Casualty","NSDQ","10.72",".32","202312",".36",".41"
"Coca-Cola HBC","CCHGY","13214.16","12","Consumer Staples","Beverages - Soft drinks","OTC","35.41","2.25","202312","2.37","2.56"
"Crown Castle Inc.","CCI","47793.71","12","Finance","REIT and Equity Trust - Other","NYSE","109.98","7.55","202312","6.97","6.84"
"Cameco","CCJ","18007.77","12","Basic Materials","Mining - Miscellaneous","NYSE","41.38",".57","202312","1.07","2.01"
"Crown Holdings","CCK","10593.45","12","Industrial Products","Containers - Metal and Glass","NYSE","87.81","5.86","202312","6.16","6.77"
"Carnival","CCL","17196.01","11","Consumer Discretionary","Leisure and Recreation Services","NYSE","15.32","0","202311","1.19","1.51"
"Capcom","CCOEY","11289.18","3","Consumer Discretionary","Gaming","OTC","10.59",".36","202403",".35",".4"
"Cogent Communications","CCOI","3662.08","12","Computer and Technology","Wireless National","NSDQ","74.73","26.62","202312","-4.81","-3.32"
"China Coal Energy","CCOZY","13126.08","12","Oils-Energy","Coal","OTC","19.8","4.3","202312","3.87","3.78"
"City Developments","CDEVY","3450.73","12","Finance","Real Estate - Operations","OTC","3.86",".25","202312","",""
